איזו מקסימה!!!חכמה ומדהימה. וההורים שלה בטח גם מדהימים כמוה.,❤
ואוו כל הכבוד לכם,😊
גאוני ,🤣
"באמת שאני לא מבין את זה, מכוער לחלוטין ומדכא",😐
היא קצת לא בסדר זאתי שהבאת אה? ,🤣
שמח ללמוד דברים חדשים על העיר שלי,❤
"וואלה, מעולם לא קלטתי מה כל כך מוזר לי בבאר שבע עד עכשיו. תודה שהדלקתם את ניצוץ ההבנה ",👍🏻
החלום זה אדריכלות נאו קלאסית בישראל ,😔
מה שהכי הדהים אותי הכי מהכל זאת אביה היא כל כך עוצמתית ומדהימה ,♥️
וואו. כולכן מדהימות,❤️
שהיה לה רפואה שלמה אמן ,🙏
כל האוטיסטים והתיסמונת דאון נוצרו בגלל חיסון של הרופאים שחיסנו אותם עוד בבטן האם כשהיו עוברים.. זה הסוד הם מחסנים וכך פוגעים במוח של העובר וקוראים לזה אוטיסט.. רופאים רוצחי,💉
"אורית את מראיינת בחסד עליון. רגישה, אמפתית, מדהימה.. את מביאה לתודעה אנשים מרתקים וסיפורים מרגשים. טליה תודה שחשפת את הסיפור שלך, את מקסימה ",❤
וואו איזה מרגש  טליה מדהימה וחכמה ויש לה משפחה מדהימה. זוכרת אותה כשהיתה קטנה והיינו שוחות יחדיו בבריכה של סבתא שלה גב׳ גרהם. דרישת שלום חמה למשפחת קושניר האהובה מלירון הבת של שרה אליתים ז״ל ,💕
וואו איזה מרגש  טליה מדהימה וחכמה ויש לה משפחה מדהימה. זוכרת אותה כשהיתה קטנה והיינו שוחות יחדיו בבריכה של סבתא שלה גב׳ גרהם. דרישת שלום חמה למשפחת קושניר האהובה מלירון הבת של שרה אליתים ז״ל ,❤️
טליה ואביה אתן מדהימות ,🌹
טליה ואביה אתן מדהימות ,❤️
"שתיהןם מדהימות.ים  הלוח הזה, זה פשוט דבר מדהים, מדהים שאפשר להשתמש בו בכזו מהירות.",💜
איזו תכנית חשובה ומעוררת השראה...תודה מעומק לב לכל מי שמשתתף בפלא הזה,💛
"זכרון ילדות משינקין תל אביב, מכירה את השירים בעל פה",😂
וואו כול הילדות שלי שמעתי אותו ברחובות פתח תקווה ,😅
אני הסכמתי אבל המשכתי לשלב הטענות ,😊
כל כך צודק !!! ,💓
מליון אחוז ,👌
בן 60 אעלק לא רואים ,😂
בן 60 אעלק לא רואים ,😅
בן 60 אעלק לא רואים ,🤣
הקטע שהם מחזיקים את השקית בקצות האצבעות ,🙈
הקטע שהם מחזיקים את השקית בקצות האצבעות ,😝
חחחחחחחחחחחחחחח,🤣
פרק מעולה!! הרבה זמן שלא צחקתי ככה מסדרה ,👏🏻
פרק מעולה!! הרבה זמן שלא צחקתי ככה מסדרה ,🤣
יש לי הרגשה שהכוכב שהוא נותן לנהג מונית יעלה לו ביוקר,😂
משובח,👍
כתוביות באנגלית? ,😔
תודה על הסרטון<br>לחובבי האסטרונומיה מומלץ הערוץ של Ella Shartiel ביוטובז,🙏
טל את מתוקה ויפה<br>מאחלת לך בריאות אושר ועצמאות,❤️
כל הכבוד לאורית!! תמיד נותנת במה לאנשים ומעלה מודעות!  ישר כוח! את עושה עבודה מעולה!!,❤️
אילו מדהימות.ים ,💜
היי אתם מדהימים אשמח שתעשו סרטון הסברה על הדרך הקלדה זאת לא פעם ראשונה שיש סרטון כזה ולא הרבה מבינים את זה,💘
איפה כתוביות באנגלית? ,😔
איזה גבר חמודדדדדד או מאי גאד ,❤️
מקסים ...ומרגש!! יאללה הגיע הזמן לחזור לארץ הקודש יהודים יקרים,⌛
מקסים ...ומרגש!! יאללה הגיע הזמן לחזור לארץ הקודש יהודים יקרים,⏳
מקסים ...ומרגש!! יאללה הגיע הזמן לחזור לארץ הקודש יהודים יקרים,⏲️
מקסים ...ומרגש!! יאללה הגיע הזמן לחזור לארץ הקודש יהודים יקרים,⏰
תותח אש וגם פטריוט ,🇮🇱
תותח אש וגם פטריוט ,💪🏿
אסתי את כזאת מקסימה ,😘
יאהה איזה צוות מנצח!! תודה על הטיפים! איזה חבל שהכרתי את עמית המדהימה אחרי 5 מעברי דירה.. יכלו להיות לי חיים קלים יותר! ממליצה בחום! ,🤩
אין עלייך אסתי מעבר קל ומוצלח,😍
אין עלייך אסתי מעבר קל ומוצלח,💐
אני מתה  על המנחה ,😅
אני מתה  על המנחה ,❤
אאאאאאא זאת ניקיטה!!!! היא בשכבה שלי ואני מכירה אותה מהגןןןןן<br>היא הייתה איתי בהתעמלות אומנותיתתתתתת כל הכבודד אלופהה,🥳
אאאאאאא זאת ניקיטה!!!! היא בשכבה שלי ואני מכירה אותה מהגןןןןן<br>היא הייתה איתי בהתעמלות אומנותיתתתתתת כל הכבודד אלופהה,👑
"איזה כיף, ילדה מקסימה, המון הצלחה! כן, גם את זה יש בארץ המדהימה שלנו",🌟
"איזה כיף, ילדה מקסימה, המון הצלחה! כן, גם את זה יש בארץ המדהימה שלנו",😘
"איזה כיף, ילדה מקסימה, המון הצלחה! כן, גם את זה יש בארץ המדהימה שלנו",🏆
"איזה כיף, ילדה מקסימה, המון הצלחה! כן, גם את זה יש בארץ המדהימה שלנו",🙏
"איזה כיף, ילדה מקסימה, המון הצלחה! כן, גם את זה יש בארץ המדהימה שלנו",❤️
"מתוקה, אלופה!!!!! ",😇
מתפללים לביטול של המדינה הציונות הטמא,🇵🇸
לכי לכעי לכעי ךגה םימ ךהכ פיע ךז ךשכ יער שי חדכע חבר להכין <br>לכלה לכעי לכעי לטכ ,🐞
לכי לכעי לכעי ךגה םימ ךהכ פיע ךז ךשכ יער שי חדכע חבר להכין <br>לכלה לכעי לכעי לטכ ,💜
הדמות של אסף אשתר הוא מלך ,😍
חה חה פגום בשמוליק פגום גם במוח ,🤣
"השחקנית שמשחקת את אהובה ,המזכירה של המרפאת פיריון . יש לה שפתיים של מוצצת ",😳
"כאן 11 תתביישו לכם, ככה לבזות את סמל היהדות שלנו?!!!<br>",😠
"כאן 11 תתביישו לכם, ככה לבזות את סמל היהדות שלנו?!!!<br>",🤮
"בסוף הסדרה הוא יהיה פגום, גרוש  ומובטל",🤣
איפה כתוביות באנגלית? ,😁
את  גדולה  מהחיים  על  ייחס  לאנשים  חשוכים  ירבו  ויחשבו  חיובי כמוך,❤
את  גדולה  מהחיים  על  ייחס  לאנשים  חשוכים  ירבו  ויחשבו  חיובי כמוך,🙏
מקסים. מקסימה. קסם. ,❤
אישה נדירה.מעניין אותי איך כאן מצאו אותה כי יש לי לפחות שני סיפורים ובגדים לסיפור.<br>תודה כאן הבאתם אישיות שנראת פשוטה אך עוצמתית תודה רבה ,🙏
מדהיםםםםםםםםםםםםםםםםם וואוו!!! ,♥
מדהים.,🌸
מדהים.,🥺
מהממת ,❤
מדהימה! כל כך מעריכה אותך על העבודה הקשה שאת עושה ,🤸
מדהימה! כל כך מעריכה אותך על העבודה הקשה שאת עושה ,❤
מדהימה ,💓
מהממת ואלופה ,❤️
חשבתי שזה סאטירה חחח,😅
בהצלחה בנות... אתן כבר אלופות ,🤞
לפני שבוע נסחפתי בתעלה כזו לעומק היום באו מצילים לקחת אותי ,😂
יפייפיה מבפנים יפייפיה מבחוץ..,❤️
"אני חיי כל חיי בנגב ואני יכול לומר ששום דבר לא יעזור פה.הבדלים גדולים מדי במנטליות,בהשקפות,וחוסר רצון להיות חלק אינטגרלי ושווה בחברה הישראלית...ולשאלה &quot;אז מה הפתרון לסוגייה&quot;?<br>כל אחד והפנטזיה שלו",😉
מה קורה בנט<br> אין משילות בנגב.<br>אריה שיף לשילטון,❓
אבא של הילדה הגאונה!!,😍
או מיי גאד אני אשכרה בקרדיטיםם של כאן 11 (אני ע תאורה),😉
כולנו נמות עם זיעה בתחת,😂
אני לא אוהבת חורף!,😂
אם תעשו עוד פרק על שנאת קיץ בבקשה תזמינו את בעלי. למה שרק אני אהנה מכל המרמור (המוצדק) שלו ,😅
"חבל שארץ ישראל לא בשווייץ נעים,נופים,שלגים⁦,אנשים רגועים⁦⁩",🇨🇭
"תיק תק- מונית של אגד, 10 שקלים לנסיעה, פתרון לצפיפות וסרחון באוטובוסים וברכבות.<br>",☀️
"תיק תק- מונית של אגד, 10 שקלים לנסיעה, פתרון לצפיפות וסרחון באוטובוסים וברכבות.<br>",😍
אין מזרחי אחד פה,😂
אין כמו החורף ,❄️
אני בכלל אוהבת את הקיץ אין על הקיץ,🍂
אני בכלל אוהבת את הקיץ אין על הקיץ,🔥
אני בכלל אוהבת את הקיץ אין על הקיץ,🌸
תודה רבה ענית לי על השאלה ,😁
"תודה לערוץ כאן על הכתבות המעניינות ,אני פשוט ביוטיוב השחור ושם לא ניתן לעשות לייק או להגיב אבל אין פירסומות",👻
"מחר באים עובדי קבּלן של העירייה,מפרקים חלק מהאבנים המישתלבות מהמידרכה בשביל איזה עבודת תיקון.....ואז? הלכה עבודת המדידה והסימון המושקע.",😫
וואו תודה! זה היה מרתק! בהחלט גורם לחשוב על הסבת מקצוע!,😄
זה מהשה אני שרטטתי במשרד ,😁
אחלה לעבודה לחנונים מציע מאוד יש בזה ביקוש,🤭
מדהים ומרגש!<br>עכשיו יצאתי מהקבר שלה במרוקו וכל העת ראיתי את הסרטון הזה והדמעות הציפו אותי <br>תןדה על שמירת הזהות המרוקאית ובעיקר על השמירה על כבוד הנשים המרוקאיות,🙏🏼
הסיפור הזה לא אמין אני לא מאמין שזה קרה   שקר ,🖕
"אכן סיפור מדהים תודה לך תמיד סיפורי גבורה נחרטים היטב <br>צדקת .,",🌟
"אכן סיפור מדהים תודה לך תמיד סיפורי גבורה נחרטים היטב <br>צדקת .,",❤️
"אכן סיפור מדהים תודה לך תמיד סיפורי גבורה נחרטים היטב <br>צדקת .,",⭐
"אכן סיפור מדהים תודה לך תמיד סיפורי גבורה נחרטים היטב <br>צדקת .,",🕯️
"גדלתי על הסיפור של הצדקת וידעתי שעל הציון שלה כתוב כל השתלשלות האירועים אבל בזכות הכתבה עכשיו אני יודעת שהיא טמונה בתנג&#39;יר והוצאתה להורג הייתה בפס, זכותה תגן עלינו אמן",🙏
סבתא שלי ראתה תמונה (מצוירת) שלה במרוקו היא אמרה שהיא האישה הכי יפה שהיא ראתה. אני צאצאית שלה ,🤗
סבתא שלי ראתה תמונה (מצוירת) שלה במרוקו היא אמרה שהיא האישה הכי יפה שהיא ראתה. אני צאצאית שלה ,😍
 זצ&quot;ל,🌸
לא עשית טעות נשמה טובה ,❤️
חחחחחחחחחחח ממש פלסר ,🤣
מי זה הבחור הזה? בן כמה הוא? הוא פנוי? ,😍
"עושה לי חשק גם, מדהימה ",😍
אין על רותם ,❤
יאללה  תנצלו את ההזדמנות לאיכות חיים צעירה,👍
בורקס ישראלי במיטבו... ,😸
זה פשוט הצד השני מללכת ברחוב עם אוזניות ולהתנתק מהעולם...<br>חחח &#39;השד העדתי&#39; זה דווקא אחלה של דבר,🙃
"קול האשכנזים הבלתי נשמע, סוף סוף",🤪
ערן זהבי...<br>שמעתי אותך ,😁
"מסתכל פה על התגובות ואומר לעצמי, איזה כיף שיש לי אחלה של שכנים - שכונה מדהימה וחברותית ומקום שפעם אחרונה שהיה בו שירים זה היה לםני שנה וגם זה לא חזק, ובנוסף זה היה בחדר בביניין שאפשר להשכיר לאירועים. <br>זכיתי ",⛄
וואלה תחזיר לי את השלוש דקות שלקחת לי מהחיים כולה קריוקי יא בכיין ,😂
וואלה תחזיר לי את השלוש דקות שלקחת לי מהחיים כולה קריוקי יא בכיין ,🤦🏽‍♂️
בערך כל מה שציינת בהגדרה של &quot; לא עושים &quot; ...אצל ישראלים עושים +++,🙄
בערך כל מה שציינת בהגדרה של &quot; לא עושים &quot; ...אצל ישראלים עושים +++,💩
לצערי זה מתחיל ונגמר בתרבות של אני במרכז וכל השאר על ה  שלי. כפייים !!!,🍆
"שלום רב, <br>השכן שלי מהקומה למטה מעשן בלי סוף ולכן באופן קבוע הדירה שלנו מתמלאת בריח ובעשן הסיגריות שלו. <br>(ברצוני להוסיף שאף אחד מהמשפחה שלי מעולם לא עישן וגם לא מתכוון לעשן).<br>הדבר קורה בתדירות גבוהה ואין שעות ספציפיות שזה קורה בהן.<br>כפי שאתם וודאי יודעים, אף אחד לא יכול להתמודד עם עשן סיגריות שעף לו על הפרצוף אז תחשבו איך זה שכל הדירה מתמלאת בעשן הזה. <br>הדבר מפריע לסדר היומי של בני הבית ובקיצור זה משהו שאנחנו לא מעוניינים להתרגל אליו.<br>האם יש משהו שאפשר לעשות בנידון?<br>אני די בטוח שלא רק אני סובל מבעיה זו ואשמח מאוד שאנשים שחווים בעיה דומה יזדהו איתי.<br>תודה רבה<br>נ.ב לדבר עם השכן לא נראה שיעזור מכיוון שיש לו חזות מאוד מאיימת ואני מפחד על המשפחה שלי",☺
סגרנו,😉
ביכללל לא דומה לו,😏
ביכללל לא דומה לו,😝
ביכללל לא דומה לו,😖
מקסים ומרגש! חשוב לי לומר שלפעמים גם זוג הורים מרגישים בדידות למרות הזוגיות..<br>יש לך בן מתוק! גדל אותו בנחת,❤️
ואווו!!! איזה איש מדהים!! אמן שתהיה מאושר.,♥️
"איזה מתוק רואי! בעז&quot;ה דודי תגדל אותו בנחת, בשמחה ובבריאות אמן שיהיו לו עוד אחים",❤
בחור מדהים,❤
"איש מדהים, מאחל לך את כל הטוב שבעולם",❤️
"איזה בנאדם מקסים, שאלוהים רק ישמח אותו ואת בנו המתוק",🙏
"איזה בנאדם מקסים, שאלוהים רק ישמח אותו ואת בנו המתוק",🥰
מדהים ומרגש.<br>הוכחה חותכת שכל משפחה היא משפחה ולא משנה ההרכב שלה.,💓
וואו כל כך אינפורמטיבי ומוצג בצורה יפה מאוד<br>שהשם יברך אותנו!<br>עזרתם לי מאוד ואני בטוח שלעוד הרבה,💚
סרטון מדהים ועצוב תודה לכם כאן,💔
סרטון מדהים ועצוב תודה לכם כאן,❤️
אשריך גדול מהחיים,🤗
אשריך גדול מהחיים,👍
ברכה והצלחה בכל מעשה ידך איש צדיק ,❤
רפואה שלמה תותח ,💪🏻
תיעוד מדהיםםם ,❤️
"אני כ&quot;כ מבינה אותך, גם אני עברתי סיפור מאוד דומה לשלך רק בתוספת של כמעט נרצחתי ממנו. את לא לבד",❤
את תמצאי את האחד שלך אמן ,🙏
"מסכנה, ליבי ליבי אליך....<br>תהיי חזקה<br>מה שלא שובר רק מחשל.<br>ואל תתני לסיפור הזה לשבור אותך",‼
"מסכנה, ליבי ליבי אליך....<br>תהיי חזקה<br>מה שלא שובר רק מחשל.<br>ואל תתני לסיפור הזה לשבור אותך",❣
המתחזה ממיבניו ? ,🤔
המתחזה ממיבניו ? ,🥵
המתחזה ממיבניו ? ,😳
המתחזה ממיבניו ? ,🍑
המתחזה ממיבניו ? ,🍆
"כל הכבוד לך על היכולת לשתף ולהיחשף. על תאבדי אמון באהבה, יש לך המון וזה לעד שלך ואיתך",❤
"כל הכבוד לך על היכולת לשתף ולהיחשף. על תאבדי אמון באהבה, יש לך המון וזה לעד שלך ואיתך",😔
"כל הכבוד לך על היכולת לשתף ולהיחשף. על תאבדי אמון באהבה, יש לך המון וזה לעד שלך ואיתך",✌
"כל הכבוד לך על היכולת לשתף ולהיחשף. על תאבדי אמון באהבה, יש לך המון וזה לעד שלך ואיתך",😌
קראתי את הסיפור בפייסבוק ,💔
קראתי את הסיפור בפייסבוק ,😭
כשהמתחזה סאס ,😳
"באמת כל הכבוד, לא קל להיחשף ככה!!! אני חושב שחשוב לחשוף סיפורים כאלה. אלופה ",👑
"באמת כל הכבוד, לא קל להיחשף ככה!!! אני חושב שחשוב לחשוף סיפורים כאלה. אלופה ",💪
"באמת כל הכבוד, לא קל להיחשף ככה!!! אני חושב שחשוב לחשוף סיפורים כאלה. אלופה ",👏
אוו איזה סיפור אני בהלם שיש כאלה אנשים שמסתובבים חופשי . הילה את בחורה נהדרת אשמח להיות איתך בקשר<br>גלית שמואל,❤
אישה מקסימה ,❤️
אוףףף זה ממש עצוב את מדהימהה תיהי חזקה,❤
אוףףף זה ממש עצוב את מדהימהה תיהי חזקה,😔
מי ישר הלך לבדוק בגוגל רותם מזרחי אברהם,😅
פח זבל אנושי.,🤮
פח זבל אנושי.,🤕
נראלי הם טמנו שם את האוכל ואז צילמו,🤣
למה כולם כל כך מעריכים ומעריצים את הפעילות שלו ובסרטונים עם מסר חשוב באמת יש תגובות פוגעניות???<br>לאיפה העולם שלנו התדרדר שתומכים בהפוך ומזלזלים בישר?<br>לא שאני חס וחלילה מעודדת זריקת אוכל טוב. להיפך. אבל יש הבדל גדול ומאוד משמעותי בין זריקת אוכל לאיסוף שלו מהפח אשפה. סורי אבל יש לי חיים.,🤢
למה כולם כל כך מעריכים ומעריצים את הפעילות שלו ובסרטונים עם מסר חשוב באמת יש תגובות פוגעניות???<br>לאיפה העולם שלנו התדרדר שתומכים בהפוך ומזלזלים בישר?<br>לא שאני חס וחלילה מעודדת זריקת אוכל טוב. להיפך. אבל יש הבדל גדול ומאוד משמעותי בין זריקת אוכל לאיסוף שלו מהפח אשפה. סורי אבל יש לי חיים.,🤮
למה כולם כל כך מעריכים ומעריצים את הפעילות שלו ובסרטונים עם מסר חשוב באמת יש תגובות פוגעניות???<br>לאיפה העולם שלנו התדרדר שתומכים בהפוך ומזלזלים בישר?<br>לא שאני חס וחלילה מעודדת זריקת אוכל טוב. להיפך. אבל יש הבדל גדול ומאוד משמעותי בין זריקת אוכל לאיסוף שלו מהפח אשפה. סורי אבל יש לי חיים.,😬
למה כולם כל כך מעריכים ומעריצים את הפעילות שלו ובסרטונים עם מסר חשוב באמת יש תגובות פוגעניות???<br>לאיפה העולם שלנו התדרדר שתומכים בהפוך ומזלזלים בישר?<br>לא שאני חס וחלילה מעודדת זריקת אוכל טוב. להיפך. אבל יש הבדל גדול ומאוד משמעותי בין זריקת אוכל לאיסוף שלו מהפח אשפה. סורי אבל יש לי חיים.,🤨
למה כולם כל כך מעריכים ומעריצים את הפעילות שלו ובסרטונים עם מסר חשוב באמת יש תגובות פוגעניות???<br>לאיפה העולם שלנו התדרדר שתומכים בהפוך ומזלזלים בישר?<br>לא שאני חס וחלילה מעודדת זריקת אוכל טוב. להיפך. אבל יש הבדל גדול ומאוד משמעותי בין זריקת אוכל לאיסוף שלו מהפח אשפה. סורי אבל יש לי חיים.,🙄
"ואוווו עבודת קודש, תבורכו ",❤
אוייאסתי בואי נתחתן ,❤
אוייאסתי בואי נתחתן ,💙
"..חבר שלח לי את הקטע הבא,<br>כשמתעמקים בו יכולים לראות איך הכל מוכן  רק שנצליח לממש:<br><br>למה אנחנו אומרים ואהבת..? <br>למה לא להגיד ותאהב למשל...? <br>תאהב את רעך כמוך...<br>תאהב את ה&#39; אלקיך...<br>הפועל &quot;ואהבת&quot; - בא להזכיר לנו שכבר אהבנו פעם באמת ובתמים...<br>במצב השורשי הכי עמוק ופנימי שלנו כבר אהבנו... ככה פשוט ומכל הלב. <br>ועכשיו תפקידנו לזכור את זה ולקיים את זה...<br>היום - כאן ועכשיו <br>וככה כל יום מחדש...<br>כי אם כבר אהבנו... גם עכשיו אנחנו יכולים ומצווים לאהוב למרות כל ההפרעות שמתרוצצות לנו בראש בלי הפסקה, כדי שנשכח לממש את האהבה אז בואו נזכיר אחד לשניה ",😍
מלח הארץ ,❤️
איזה מדהים זה לראות כך אנשים עובדי אדמה שעושים את זה כבר דורות.<br>שיהיה לכם רק שפע והצלחה! ,❤️
כול הכבוד,💪
כול הכבוד,👏
חחחח למה בקרדיטים יש ייעוץ פסיכולוגי?,😂
אל תגיד מחר פן יהיה מאוחר ילאה ללמוד תאוריה ולעלות למשאית חסר לנו נהגים,😂
"בתאכלס, הוצאתי רישיון כדי שאוכל להסיע את הילדים בעתיד למסגרות.<br>בעלי בכלל התחנן שאעשה את זה כדי שלא יהיה נהג ההסעות שלי<br>הוצאתי רישיון לקראת גיל 24 שבועיים לפני לידה",😂
"בתאכלס, הוצאתי רישיון כדי שאוכל להסיע את הילדים בעתיד למסגרות.<br>בעלי בכלל התחנן שאעשה את זה כדי שלא יהיה נהג ההסעות שלי<br>הוצאתי רישיון לקראת גיל 24 שבועיים לפני לידה",😅
אומייגאד ירון נוי למה הוא לא עושה סרטונים יותר ,😂
אין. אחרי שמונה טסטים אני תוהה אם אעבור בתשיעי. עם שלושה ילדים כבר צריך את זה דחוף. ,🤷🏻‍♀️
אני עברתי טסט חמישי וברוך השם לא היו לי תאונות ,🤷‍♂️
חחחחח יצחק! אתה צריך בעצמך להיות &quot;בלא מאמינים&quot;. בקטע טוב אבל ,🥲
אין לי... והאמת אם כבר רישיון אז רק לנשק....,😉
אני מאוהב בקריינית ,😍
תביאו לה עוגיה <br>למה הדוד שמש עשה לה חשק,🍪
הקריינית הכי טובה שקיימת,🤣
ואת עשית לי חשק להתקלח ,😂
"מה נדפק עם העוגיה ....עכשיו מגיש אטיופי . דננננש,,,",😋
שברה אותי הקריינית הזאת ,😂
היי מישהו יכול להפנות אותי לשיר שמתנגן בסוף ? <br>You gatta earn a living.. וכו <br>תודה מראש ,🙏
"...זו נראת כמו דרך נחמדה לחיות ב&quot;אוטופיה&quot; מסויימת, אבל הם לא מספרים מה קורה כשבאמת יש בעיה גדולה בהכנסות או כשהם נתקלים במשבר.<br>אבל יש עוד שאלות שעולות עם זה כמו מה עם חופשות בחו&quot;ל, נופשים, טיולים?<br> האם הם יכולים להרשות את זה לעצמם? או מה למשל עם אנשים שרוצים להקים משפחה וצריכים יחסית הרבה כסף בשביל טיפולים, אימוץ או פונדקאות או אפילו דברים בסיסיים יותר שפשוט עולים הרבה כסף, כי לי זה נשמע שלא יתנו יחס כל כך שיוויוני או נעים כשאתה צריך להוציא מעל 100,000 שקל מהקופה הציבורית למשל אפילו אם זה בשביל להקים משפחה.<br>והאמת שהאנשים בסרטון נראים טיפה מתוחים כאילו הם בקושי מאמינים בזה, אז לראות את זה ככה לא כל כך מושך ל&quot;אוטופיה&quot; הזאת.<br>אבל אפשר רק לומר שיהיה להם בהצלחה.",🤨
מקום טוב להזדקן בו,🌛
אידיוטים ... חשבון משותף אולי כבר מישהו אגנוב לכולם וזהו  פשוט סתומים חוץ מחשבון בנק משותף הכל טוב ויפה שיאכלו ביחד  יעבדו ביחד אבל חשבון משותף wtf homie....,🤦🏽‍♂️
תנו לייק אם זה הסרטון הכי ארוך שראיתם ביפנית ללא דמויות מצויירות ,😳
איזה יצירות מהממות! בכנות אין לי איזו נטייה אמנותית והפסלים שלו באמת יפים ומעוררי רגש ,♥️
איזה עבודות..... איזה יצירות יישר כח קצב יפה ,👍
איזה עבודות..... איזה יצירות יישר כח קצב יפה ,💫
איזה עבודות..... איזה יצירות יישר כח קצב יפה ,😁
לוסי צריכה להנחות את המרדף,😊
"שאלת טרוויה, מה אפשר לעשות במקום לתקצב את תאגיד השידור ??<br><br>- כל שנה בניית בית חולים חדש.<br>- או שתי יח&#39; MRI לבית החולים.<br>- עזרה לקשישים ונכים.<br><br>",🤔
"כואב הלב. ראיתי את הכתבה הזאת לפני, לא יכולתי להיכנס לראות זה מאוד קשה. <br>ועכשיו צפיתי כמה כואב זה.",💔
שולחת חיבוק ומאחלת לך כוחות נפשיים להתמודד ושלא תדעי עוד צער,😓
נטשה יקרה אני שולחת לך חיבוק גדול את השראה גדולה תודה רבה על השיתוף החשוב שלך ,❤
נטשה יקרה אני שולחת לך חיבוק גדול את השראה גדולה תודה רבה על השיתוף החשוב שלך ,🙏
הלב נשבר לרסיסים.. יש לי ילד בגיל שלו. כולי דמעות. שולחת לך חיבוק גדול ,❤️
אמא יקרה. ליבי איתך ,🤍
כואב הלב שלא תדעי עוד צער ,💔
עוד יצירה מבית היוצר! נהדר ,👏
נשמח לסרטון ארוך יותר,☝️
נשמח לסרטון ארוך יותר,🥰
מה הלוז עם הפנס ... <br><br>כאילו היא באמת מצליחה להאיר עם הפנס את הכוכבים,⁉️
בני קדוש המבין יבין אדיר מילר חחחחחחחח,😂
"מקסים, תודה ",🌼
"מקסים, תודה ",✨
חחחחח ,😂
חחחחח ,👹
אסתי יאהבה אחת ,🌹
אסתי יאהבה אחת ,❤️
איזה מרגשים ומהממים,😍
איזה מרגשים ומהממים,❤️
מעריך אותך יותר מרגע לרגע כמה עברת בחיים<br>את אישה חזקה ואל תתני לאף אחד להוריד אותך!,❤
חחחח הרגע הזה שאומרים זה שאני נמשכת לנשים לא אומר שאני אמשך לחברה שלי ואת מתאהבת בחברה הכי טובה שלך,😂
חחחח הרגע הזה שאומרים זה שאני נמשכת לנשים לא אומר שאני אמשך לחברה שלי ואת מתאהבת בחברה הכי טובה שלך,👌
חחחח הרגע הזה שאומרים זה שאני נמשכת לנשים לא אומר שאני אמשך לחברה שלי ואת מתאהבת בחברה הכי טובה שלך,😢
חחחח הרגע הזה שאומרים זה שאני נמשכת לנשים לא אומר שאני אמשך לחברה שלי ואת מתאהבת בחברה הכי טובה שלך,😳
מזל טוב אסתי יא מהממת!!! תעשי תמיד בחיים רק מה שעושה לך טוב ולא משנה מה אחרים יגידו תקבלי את מי שאת! ,❤️
אסתי אוהבים אותך איך שאת,😍
אסתי אוהבים אותך איך שאת,💖
אסתי אוהבים אותך איך שאת,🌹
"סרטון כל כך חשוב לכל הצופים בו!<br>תודה כאן על התוכן שלכם,<br>תהיו אתם ואתן בכל תחום בחיים<br>רק אהבה",🏳️‍🌈
"סרטון כל כך חשוב לכל הצופים בו!<br>תודה כאן על התוכן שלכם,<br>תהיו אתם ואתן בכל תחום בחיים<br>רק אהבה",❤
"סרטון כל כך חשוב לכל הצופים בו!<br>תודה כאן על התוכן שלכם,<br>תהיו אתם ואתן בכל תחום בחיים<br>רק אהבה",🏳️‍🌈
"סרטון כל כך חשוב לכל הצופים בו!<br>תודה כאן על התוכן שלכם,<br>תהיו אתם ואתן בכל תחום בחיים<br>רק אהבה",❤
שהיא צעקה היה נשמע שהיא אומרת אני בי שית ,😂
איזו מלכה אנחנו צריכים עוד אנשים אמיצים כמוך במיינסטרים הישראלי,✨
איזו מלכה אנחנו צריכים עוד אנשים אמיצים כמוך במיינסטרים הישראלי,❤️
אסתי תמיד מרגשת מחדש <br>את מדהימה,❤
אסתי את מהממת! כמה טוב את עושה לי על הלב המון מזל טוב! מקווה שתהני ותרגישי הכי טוב שיש עם האמת שלך בחוץ,💞
אסתי את מהממת! כמה טוב את עושה לי על הלב המון מזל טוב! מקווה שתהני ותרגישי הכי טוב שיש עם האמת שלך בחוץ,👏🏼
מדהימה אסתי! ,❤️
איזו מדהימה!,❣️
יאאאא זה צולם בקפה ביאליק בבאר שבע ,🎉
לא מאמינה שהמראיין השווה איראנים לערבים ,😂
בתור מפתח גוף אני מאוד מעריך אותו ,❤️
לגבר יפה מאוד למה לא.. אבל נשים שריריות ואני מצטער על הכנות זה פשוט גועל נפש ,🤮
תכלס בן אדם חמוד!<br>והזוגיות שלהם... נמסתי ,♥
זה לא דומה בכלל האיבולצייה ,🤦
"שקר וכזב  רק מי שעצלן בכדי לבדוק בעצמו ומתרשם מהאנימציה ה״מגניבה״, מאמין לכם. כן כן זה אנחנו, עצלנים ואוהבים סרטונים צבעוניים.",😂
סירטון מעולה. תלמידי כיתה א&#39; שלי צפו בו בשקיקה ,❤
"אחלה סרטון! הוא הזכיר לי שיש משהו דומה גם ברוסית; המילה בית ברוסית היא ״דום״, והאות ד׳ שבתחילת המילה נראת כמו בית  (Д -&gt; Дом  )",🏠
אחלה סירטונ,😂
עומר יענק יצא קטלני,💪
מעניין איך יראה הנגב בעוד 30 שנה ,🤔
את מקסימה.. כיף לראות איך קל לך להתחבר עם כל אחד.. זה מעורר השראה כי הייתי רוצה להיות יותר כמוך.. תודה על זה ,🙏🏻
